date,value
2020-10-28,169975.20999183285
2020-10-29,169546.47873675474
2020-10-30,167290.66408006192
2020-11-02,167290.66408006192
2020-11-03,167290.66408006192
2020-11-04,167290.66408006192
2020-11-05,167290.66408006192
2020-11-06,167290.66408006192
2020-11-09,167237.96752087673
2020-11-10,165160.0499626713
2020-11-11,166556.6314327395
2020-11-12,166497.64889759265
2020-11-13,166614.70254856738
2020-11-16,167285.55911230546
2020-11-17,166735.2146574182
2020-11-18,166143.57634178977
2020-11-19,166947.25690601356
2020-11-20,166389.24836655613
2020-11-23,166428.4647987173
2020-11-24,167214.43604691097
2020-11-25,167478.44387540012
2020-11-27,167829.3806023681
2020-11-30,168839.84393879335
2020-12-01,169608.8514918576
2020-12-02,169836.84069781637
2020-12-03,169086.5160557858
2020-12-04,169326.8558742758
2020-12-07,169661.79775321708
2020-12-08,169790.39228247968
2020-12-09,168519.77102701535
2020-12-10,169175.77147923713
2020-12-11,168597.46014636612
2020-12-14,168958.1204508039
2020-12-15,169536.9099558384
2020-12-16,169174.98330699292
2020-12-17,169612.57327238272
2020-12-18,169992.226169388
2020-12-21,169366.10885846807
2020-12-22,169565.95623362507
2020-12-23,169608.4833897597
2020-12-24,169863.25541491184
2020-12-28,170346.93252724883
2020-12-29,170200.40725317397
2020-12-30,170590.65750144667
2020-12-31,170541.28482704356
2021-01-04,170056.93261592693
